Hora,Nombre completo del usuario,Nombre evento,Descripción,Dirección IP
22/03/2022 16:22,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
22/03/2022 16:22,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
22/03/2022 16:17,Jolteon,Se ha unido a una sesión BigBlueButtonBN,The user with id 42 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191135133
22/03/2022 16:17,Caterpie,Se ha unido a una sesión BigBlueButtonBN,The user with id 82 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.69.45
22/03/2022 16:17,Jolteon,Actividad BigBlueButtonBN visualizada,The user with id 42 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191135133
22/03/2022 16:17,Caterpie,Actividad BigBlueButtonBN visualizada,The user with id 82 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.69.45
22/03/2022 16:17,Caterpie,Actividad BigBlueButtonBN visualizada,The user with id 82 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.69.45
22/03/2022 16:15,Rhyhorn,Grabación vista,The user with id 45 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,181.84.167.63
22/03/2022 16:15,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 16:13,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 16:01,Nidoking,Se ha abandonado una sesión BigBlueButtonBN,The user with id 108 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.229.243
22/03/2022 15:52,Zubat,Se ha unido a una sesión BigBlueButtonBN,The user with id 90 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:52,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:52,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:50,Zubat,Se ha unido a una sesión BigBlueButtonBN,The user with id 90 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:50,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:45,Hypno,Actividad BigBlueButtonBN visualizada,The user with id 94 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.249.249
22/03/2022 15:36,Drowzee,Se ha unido a una sesión BigBlueButtonBN,The user with id 29 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.122
22/03/2022 15:36,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.122
22/03/2022 15:34,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:33,Slowbro,Se ha unido a una sesión BigBlueButtonBN,The user with id 37 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.97.120.7
22/03/2022 15:33,Slowbro,Se ha unido a una sesión BigBlueButtonBN,The user with id 37 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.97.120.7
22/03/2022 15:33,Slowbro,Actividad BigBlueButtonBN visualizada,The user with id 37 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.97.120.7
22/03/2022 15:33,Slowbro,Actividad BigBlueButtonBN visualizada,The user with id 37 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.97.120.7
22/03/2022 15:31,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:19,Oddish,Se ha unido a una sesión BigBlueButtonBN,The user with id 102 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
22/03/2022 15:19,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
22/03/2022 15:19,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
22/03/2022 15:16,Venomoth,Se ha unido a una sesión BigBlueButtonBN,The user with id 25 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:16,Venomoth,Actividad BigBlueButtonBN visualizada,The user with id 25 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:16,Drowzee,Se ha unido a una sesión BigBlueButtonBN,The user with id 29 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 15:16,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 15:16,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 15:15,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:15,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:14,Nidoran,Se ha unido a una sesión BigBlueButtonBN,The user with id 60 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
22/03/2022 15:14,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
22/03/2022 15:14,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
22/03/2022 15:13,Hitmonlee,Se ha unido a una sesión BigBlueButtonBN,The user with id 77 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
22/03/2022 15:13,Onix,Se ha unido a una sesión BigBlueButtonBN,The user with id 27 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:13,Hitmonlee,Actividad BigBlueButtonBN visualizada,The user with id 77 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
22/03/2022 15:13,Hitmonlee,Actividad BigBlueButtonBN visualizada,The user with id 77 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
22/03/2022 15:13,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:13,Wartortle,Grabación vista,The user with id 86 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,181.101.56.44
22/03/2022 15:13,Wartortle,Actividad BigBlueButtonBN visualizada,The user with id 86 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.101.56.44
22/03/2022 15:12,Onix,Se ha unido a una sesión BigBlueButtonBN,The user with id 27 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:12,Poliwrath,Grabación vista,The user with id 117 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,190191114175
22/03/2022 15:12,Onix,Se ha unido a una sesión BigBlueButtonBN,The user with id 27 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:12,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:11,Poliwrath,Se ha unido a una sesión BigBlueButtonBN,The user with id 117 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191114175
22/03/2022 15:11,Poliwrath,Actividad BigBlueButtonBN visualizada,The user with id 117 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191114175
22/03/2022 15:11,Poliwrath,Actividad BigBlueButtonBN visualizada,The user with id 117 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191114175
22/03/2022 15:11,Ninetales,Se ha unido a una sesión BigBlueButtonBN,The user with id 61 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155150130
22/03/2022 15:11,Ninetales,Actividad BigBlueButtonBN visualizada,The user with id 61 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155150130
22/03/2022 15:10,Onix,Se ha unido a una sesión BigBlueButtonBN,The user with id 27 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:09,Onix,Se ha unido a una sesión BigBlueButtonBN,The user with id 27 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:09,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:09,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
22/03/2022 15:09,Magmar,Se ha unido a una sesión BigBlueButtonBN,The user with id 46 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.45.231
22/03/2022 15:09,Magmar,Actividad BigBlueButtonBN visualizada,The user with id 46 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.45.231
22/03/2022 15:07,Machamp,Actividad BigBlueButtonBN visualizada,The user with id 92 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.12.56.121
22/03/2022 15:07,Dewgong,Actividad BigBlueButtonBN visualizada,The user with id 113 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.152
22/03/2022 15:07,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:07,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:07,Tauros,Se ha unido a una sesión BigBlueButtonBN,The user with id 111 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.47.206.57
22/03/2022 15:07,Tauros,Actividad BigBlueButtonBN visualizada,The user with id 111 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.47.206.57
22/03/2022 15:06,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:06,Magneton,Actividad BigBlueButtonBN visualizada,The user with id 74 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186148122139
22/03/2022 15:04,Persian,Se ha unido a una sesión BigBlueButtonBN,The user with id 97 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.16.222
22/03/2022 15:04,Clefable,Se ha unido a una sesión BigBlueButtonBN,The user with id 39 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231232164
22/03/2022 15:04,Fearow,Se ha unido a una sesión BigBlueButtonBN,The user with id 91 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.9
22/03/2022 15:04,Fearow,Actividad BigBlueButtonBN visualizada,The user with id 91 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.9
22/03/2022 15:04,Fearow,Actividad BigBlueButtonBN visualizada,The user with id 91 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.9
22/03/2022 15:04,Beedrill,Se ha unido a una sesión BigBlueButtonBN,The user with id 47 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.17.30
22/03/2022 15:03,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:03,Drowzee,Se ha unido a una sesión BigBlueButtonBN,The user with id 29 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 15:03,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:03,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:03,Caterpie,Se ha unido a una sesión BigBlueButtonBN,The user with id 82 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.69.45
22/03/2022 15:02,Snorlax,Se ha unido a una sesión BigBlueButtonBN,The user with id 132 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.234.5
22/03/2022 15:02,Rapidash,Se ha unido a una sesión BigBlueButtonBN,The user with id 106 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.138.4
22/03/2022 15:02,Snorlax,Actividad BigBlueButtonBN visualizada,The user with id 132 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.234.5
22/03/2022 15:02,Snorlax,Actividad BigBlueButtonBN visualizada,The user with id 132 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.234.5
22/03/2022 15:02,Rapidash,Actividad BigBlueButtonBN visualizada,The user with id 106 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.138.4
22/03/2022 15:02,Rapidash,Actividad BigBlueButtonBN visualizada,The user with id 106 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.138.4
22/03/2022 15:02,Lapras,Se ha unido a una sesión BigBlueButtonBN,The user with id 107 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,201.212.147.58
22/03/2022 15:02,Rhyhorn,Se ha unido a una sesión BigBlueButtonBN,The user with id 45 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:02,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
22/03/2022 15:02,Meowth,Se ha unido a una sesión BigBlueButtonBN,The user with id 78 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
22/03/2022 15:02,Persian,Actividad BigBlueButtonBN visualizada,The user with id 97 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.16.222
22/03/2022 15:02,Zubat,Se ha unido a una sesión BigBlueButtonBN,The user with id 90 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:01,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:01,Venusaur,Se ha unido a una sesión BigBlueButtonBN,The user with id 87 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.52.148
22/03/2022 15:01,Furret,Se ha unido a una sesión BigBlueButtonBN,The user with id 93 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
22/03/2022 15:01,Bellsprout,Se ha unido a una sesión BigBlueButtonBN,The user with id 70 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,201.253.250.59
22/03/2022 15:01,Arbok,Se ha unido a una sesión BigBlueButtonBN,The user with id 120 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
22/03/2022 15:01,Koffing,Se ha unido a una sesión BigBlueButtonBN,The user with id 58 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169245128
22/03/2022 15:01,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
22/03/2022 15:01,Koffing,Actividad BigBlueButtonBN visualizada,The user with id 58 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169245128
22/03/2022 15:01,Hypno,Se ha unido a una sesión BigBlueButtonBN,The user with id 94 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.249.249
22/03/2022 15:01,Venomoth,Se ha unido a una sesión BigBlueButtonBN,The user with id 25 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:01,Hypno,Actividad BigBlueButtonBN visualizada,The user with id 94 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.249.249
22/03/2022 15:01,Jynx,Se ha unido a una sesión BigBlueButtonBN,The user with id 23 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.101
22/03/2022 15:01,Primeape,Se ha unido a una sesión BigBlueButtonBN,The user with id 131 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
22/03/2022 15:01,Venomoth,Actividad BigBlueButtonBN visualizada,The user with id 25 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:01,Jynx,Actividad BigBlueButtonBN visualizada,The user with id 23 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.101
22/03/2022 15:01,Venomoth,Actividad BigBlueButtonBN visualizada,The user with id 25 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:01,Squirtle,Se ha unido a una sesión BigBlueButtonBN,The user with id 98 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
22/03/2022 15:01,Persian,Actividad BigBlueButtonBN visualizada,The user with id 97 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.16.222
22/03/2022 15:01,Magneton,Se ha unido a una sesión BigBlueButtonBN,The user with id 74 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186148122139
22/03/2022 15:01,Gastly,Se ha unido a una sesión BigBlueButtonBN,The user with id 16 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.189.86.185
22/03/2022 15:01,Sandshrew,Se ha unido a una sesión BigBlueButtonBN,The user with id 63 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
22/03/2022 15:01,Nidoking,Se ha unido a una sesión BigBlueButtonBN,The user with id 108 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.229.243
22/03/2022 15:01,Weepinbell,Se ha unido a una sesión BigBlueButtonBN,The user with id 26 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.33.7
22/03/2022 15:01,Nidorina,Se ha unido a una sesión BigBlueButtonBN,The user with id 123 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,45.173.40.55
22/03/2022 15:01,Muk,Se ha unido a una sesión BigBlueButtonBN,The user with id 89 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.175.183.83
22/03/2022 15:01,Spearow,Se ha unido a una sesión BigBlueButtonBN,The user with id 59 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.230.245
22/03/2022 15:01,Wartortle,Se ha unido a una sesión BigBlueButtonBN,The user with id 86 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.101.56.44
22/03/2022 15:01,Diglett,Se ha unido a una sesión BigBlueButtonBN,The user with id 33 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
22/03/2022 15:01,Wartortle,Actividad BigBlueButtonBN visualizada,The user with id 86 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.101.56.44
22/03/2022 15:01,Pidgeotto,Se ha unido a una sesión BigBlueButtonBN,The user with id 9 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,152.169.114.12
22/03/2022 15:01,Pidgey,Se ha unido a una sesión BigBlueButtonBN,The user with id 135 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.135.47
22/03/2022 15:01,Alakazam,Se ha unido a una sesión BigBlueButtonBN,The user with id 34 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.2.248
22/03/2022 15:01,Alakazam,Actividad BigBlueButtonBN visualizada,The user with id 34 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.2.248
22/03/2022 15:01,Jigglypuff,Se ha unido a una sesión BigBlueButtonBN,The user with id 126 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.163.58
22/03/2022 15:00,Jigglypuff,Actividad BigBlueButtonBN visualizada,The user with id 126 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.163.58
22/03/2022 15:00,Lapras,Actividad BigBlueButtonBN visualizada,The user with id 107 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,201.212.147.58
22/03/2022 15:00,Meowth,Actividad BigBlueButtonBN visualizada,The user with id 78 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.46.245
22/03/2022 15:00,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.230.245
22/03/2022 15:00,Persian,Actividad BigBlueButtonBN visualizada,The user with id 97 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.16.222
22/03/2022 15:00,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
22/03/2022 15:00,Persian,Actividad BigBlueButtonBN visualizada,The user with id 97 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.16.222
22/03/2022 15:00,Electabuzz,Se ha unido a una sesión BigBlueButtonBN,The user with id 35 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 15:00,Electabuzz,Sesión BigBlueButtonBN creada,The user with id 35 created a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 15:00,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
22/03/2022 15:00,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.135.47
22/03/2022 15:00,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.135.47
22/03/2022 15:00,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.230.245
22/03/2022 15:00,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 15:00,Koffing,Actividad BigBlueButtonBN visualizada,The user with id 58 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169245128
22/03/2022 15:00,Weepinbell,Actividad BigBlueButtonBN visualizada,The user with id 26 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.33.7
22/03/2022 15:00,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
22/03/2022 15:00,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.141.135.47
22/03/2022 15:00,Primeape,Actividad BigBlueButtonBN visualizada,The user with id 131 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
22/03/2022 15:00,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 15:00,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
22/03/2022 15:00,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 15:00,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 15:00,Nidoking,Actividad BigBlueButtonBN visualizada,The user with id 108 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.229.243
22/03/2022 15:00,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
22/03/2022 15:00,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.230.245
22/03/2022 15:00,Venomoth,Actividad BigBlueButtonBN visualizada,The user with id 25 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,200.127.94.64
22/03/2022 15:00,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.230.245
22/03/2022 14:59,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
22/03/2022 14:59,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 14:59,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 14:59,Electabuzz,Actividad BigBlueButtonBN visualizada,The user with id 35 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.13.28
22/03/2022 14:59,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
22/03/2022 14:59,Drowzee,Actividad BigBlueButtonBN visualizada,The user with id 29 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.129.165
