Hora,Nombre completo del usuario,Nombre evento,Descripción,Dirección IP
2/04/2022 11:54,Beedrill,Actividad BigBlueButtonBN visualizada,The user with id 47 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.17.30
2/04/2022 11:45,Dragonite,Grabación vista,The user with id 28 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,186.57.223.164
2/04/2022 11:45,Dragonite,Actividad BigBlueButtonBN visualizada,The user with id 28 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.57.223.164
2/04/2022 04:04,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
1/04/2022 23:32,Rapidash,Grabación vista,The user with id 106 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,186.22.19.43
1/04/2022 23:32,Rapidash,Actividad BigBlueButtonBN visualizada,The user with id 106 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.19.43
1/04/2022 23:32,Rapidash,Actividad BigBlueButtonBN visualizada,The user with id 106 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.19.43
1/04/2022 23:32,Rapidash,Grabación vista,The user with id 106 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,186.22.19.43
1/04/2022 23:31,Rapidash,Actividad BigBlueButtonBN visualizada,The user with id 106 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.19.43
1/04/2022 23:21,Onix,Grabación vista,The user with id 27 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,186.22.62.96
1/04/2022 23:21,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
1/04/2022 16:46,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 16:46,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 16:22,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,170.51.104.92
1/04/2022 16:22,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 15:05,Furret,Grabación vista,The user with id 93 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181.46.136.207
1/04/2022 15:04,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
1/04/2022 15:00,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
1/04/2022 14:29,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 14:28,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 14:28,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 14:25,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 14:25,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 14:23,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 14:23,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 14:22,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 13:33,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 13:33,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 13:28,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
1/04/2022 13:28,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
1/04/2022 13:11,Furret,Grabación vista,The user with id 93 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,181.46.136.207
1/04/2022 13:11,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
1/04/2022 00:12,Meganium,Actividad BigBlueButtonBN visualizada,The user with id 105 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188227136
31/03/2022 23:41,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
31/03/2022 23:41,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
31/03/2022 23:27,Onix,Grabación vista,The user with id 27 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,186.22.62.96
31/03/2022 23:27,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 23:10,Furret,Grabación vista,The user with id 93 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,181.46.136.207
31/03/2022 23:08,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
31/03/2022 23:08,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
31/03/2022 22:58,Onix,Grabación vista,The user with id 27 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,186.22.62.96
31/03/2022 22:57,Onix,Grabación vista,The user with id 27 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,186.22.62.96
31/03/2022 22:57,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 22:57,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 22:39,Squirtle,Grabación vista,The user with id 98 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,152170211162
31/03/2022 22:39,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
31/03/2022 21:18,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 19:20,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 18:50,Onix,Grabación vista,The user with id 27 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,186.22.62.96
31/03/2022 18:50,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
31/03/2022 18:39,Tentacool,Actividad BigBlueButtonBN visualizada,The user with id 3 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.146.48
31/03/2022 18:08,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 18:05,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 18:05,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 18:01,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 18:00,Magnemite,Actividad BigBlueButtonBN visualizada,The user with id 83 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191175235
31/03/2022 17:59,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 17:59,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 16:01,Shellder,Actividad BigBlueButtonBN visualizada,The user with id 17 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,45182127181
31/03/2022 15:53,Rhyhorn,Grabación vista,The user with id 45 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,181.84.167.63
31/03/2022 15:53,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
31/03/2022 15:53,Rhyhorn,Actividad BigBlueButtonBN visualizada,The user with id 45 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.84.167.63
31/03/2022 15:38,Machop,Grabación vista,The user with id 65 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,190.18.16.145
31/03/2022 15:38,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.16.145
31/03/2022 15:38,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.16.145
31/03/2022 14:06,Zubat,Grabación vista,The user with id 90 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181231132231
31/03/2022 14:06,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
31/03/2022 14:06,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
31/03/2022 11:49,Voltorb,Actividad BigBlueButtonBN visualizada,The user with id 84 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186152129220
31/03/2022 11:49,Voltorb,Actividad BigBlueButtonBN visualizada,The user with id 84 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186152129220
31/03/2022 10:21,Zubat,Grabación vista,The user with id 90 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181231132231
31/03/2022 10:20,Zubat,Grabación vista,The user with id 90 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181231132231
31/03/2022 10:20,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
31/03/2022 10:20,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
31/03/2022 10:10,Lickitung,Actividad BigBlueButtonBN visualizada,The user with id 57 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.55
31/03/2022 09:29,Lapras,Grabación vista,The user with id 107 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,190191122153
31/03/2022 09:29,Lapras,Actividad BigBlueButtonBN visualizada,The user with id 107 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191122153
31/03/2022 08:46,Meganium,Actividad BigBlueButtonBN visualizada,The user with id 105 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.44
31/03/2022 08:07,Tentacool,Grabación vista,The user with id 3 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181.23.146.48
31/03/2022 08:07,Tentacool,Actividad BigBlueButtonBN visualizada,The user with id 3 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.146.48
31/03/2022 07:06,Furret,Grabación vista,The user with id 93 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,181.46.136.207
31/03/2022 06:58,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
30/03/2022 23:19,Onix,Actividad BigBlueButtonBN visualizada,The user with id 27 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.62.96
30/03/2022 19:55,Nidoking,Actividad BigBlueButtonBN visualizada,The user with id 108 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.245.25
30/03/2022 19:20,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
30/03/2022 19:20,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
30/03/2022 19:07,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
30/03/2022 19:07,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
30/03/2022 19:02,Squirtle,Grabación vista,The user with id 98 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,152170211162
30/03/2022 19:02,Squirtle,Actividad BigBlueButtonBN visualizada,The user with id 98 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152170211162
30/03/2022 18:39,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
30/03/2022 18:39,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 18:17,Cloyster,Grabación vista,The user with id 100 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,191.83.219.248
30/03/2022 18:06,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
30/03/2022 18:05,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,170.51.104.92
30/03/2022 18:05,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,170.51.104.92
30/03/2022 18:05,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 17:55,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,170.51.104.92
30/03/2022 17:55,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 17:54,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
30/03/2022 17:54,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 17:34,Snorlax,Grabación vista,The user with id 132 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181.23.84.101
30/03/2022 17:32,Snorlax,Actividad BigBlueButtonBN visualizada,The user with id 132 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.84.101
30/03/2022 17:32,Snorlax,Actividad BigBlueButtonBN visualizada,The user with id 132 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.84.101
30/03/2022 17:29,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,170.51.104.92
30/03/2022 17:21,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 17:00,Cloyster,Actividad BigBlueButtonBN visualizada,The user with id 100 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.83.219.248
30/03/2022 16:58,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 16:24,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
30/03/2022 16:24,Nidoran,Actividad BigBlueButtonBN visualizada,The user with id 60 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,152169114146
30/03/2022 15:36,Machop,Grabación vista,The user with id 65 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,190.18.16.145
30/03/2022 15:36,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.16.145
30/03/2022 15:36,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.16.145
30/03/2022 15:32,Arbok,Grabación vista,The user with id 120 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,170.51.104.92
30/03/2022 15:32,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 15:32,Arbok,Actividad BigBlueButtonBN visualizada,The user with id 120 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170.51.104.92
30/03/2022 14:30,Koffing,Grabación vista,The user with id 58 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,181.169.244.51
30/03/2022 14:30,Koffing,Actividad BigBlueButtonBN visualizada,The user with id 58 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.169.244.51
30/03/2022 12:00,Zubat,Grabación vista,The user with id 90 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181231132231
30/03/2022 12:00,Zubat,Actividad BigBlueButtonBN visualizada,The user with id 90 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
30/03/2022 09:11,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.18.16.145
29/03/2022 22:24,Lickitung,Grabación vista,The user with id 57 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,191.84.228.184
29/03/2022 22:24,Lickitung,Grabación vista,The user with id 57 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647366967336 from the course id 1110.,191.84.228.184
29/03/2022 22:24,Lickitung,Actividad BigBlueButtonBN visualizada,The user with id 57 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,191.84.228.184
29/03/2022 20:59,Pidgey,Grabación vista,The user with id 135 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1647972043612 from the course id 1110.,190.188.103.20
29/03/2022 20:58,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
29/03/2022 20:58,Pidgey,Actividad BigBlueButtonBN visualizada,The user with id 135 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.188.103.20
29/03/2022 20:34,Furret,Grabación vista,The user with id 93 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181.46.136.207
29/03/2022 20:34,Furret,Actividad BigBlueButtonBN visualizada,The user with id 93 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.46.136.207
29/03/2022 19:58,Kangaskhan,Grabación vista,The user with id 24 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,190.191.105.89
29/03/2022 19:58,Kangaskhan,Actividad BigBlueButtonBN visualizada,The user with id 24 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.105.89
29/03/2022 19:58,Kangaskhan,Actividad BigBlueButtonBN visualizada,The user with id 24 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.191.105.89
29/03/2022 18:41,Spearow,Grabación vista,The user with id 59 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,181.22.246.9
29/03/2022 18:41,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.246.9
29/03/2022 17:51,Diglett,Grabación vista,The user with id 33 has viewed a recording with id 6f35441221a0b2db76067447730f61806c9aea71-1648576898053 from the course id 1110.,186.22.57.35
29/03/2022 17:51,Diglett,Actividad BigBlueButtonBN visualizada,The user with id 33 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.57.35
29/03/2022 17:26,Dragonite,Actividad BigBlueButtonBN visualizada,The user with id 28 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.57.164.237
29/03/2022 17:06,Jynx,Se ha abandonado una sesión BigBlueButtonBN,The user with id 23 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.246
29/03/2022 17:06,Tauros,Se ha abandonado una sesión BigBlueButtonBN,The user with id 111 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.47.206.57
29/03/2022 17:05,Primeape,Se ha abandonado una sesión BigBlueButtonBN,The user with id 131 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.163.246
29/03/2022 17:03,Zubat,Se ha abandonado una sesión BigBlueButtonBN,The user with id 90 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181231132231
29/03/2022 17:02,Nidoqueen,Se ha abandonado una sesión BigBlueButtonBN,The user with id 12 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.55.235.10
29/03/2022 17:00,Alakazam,Se ha abandonado una sesión BigBlueButtonBN,The user with id 34 has left a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.17.2.248
29/03/2022 17:00,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
29/03/2022 16:13,Machop,Actividad BigBlueButtonBN visualizada,The user with id 65 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,186.22.19.93
29/03/2022 16:12,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
29/03/2022 16:04,Jolteon,Se ha unido a una sesión BigBlueButtonBN,The user with id 42 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191135133
29/03/2022 16:04,Jolteon,Actividad BigBlueButtonBN visualizada,The user with id 42 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190191135133
29/03/2022 16:02,Hitmonlee,Se ha unido a una sesión BigBlueButtonBN,The user with id 77 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
29/03/2022 16:02,Hitmonlee,Actividad BigBlueButtonBN visualizada,The user with id 77 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
29/03/2022 16:02,Hitmonlee,Actividad BigBlueButtonBN visualizada,The user with id 77 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181169226221
29/03/2022 15:38,Oddish,Se ha unido a una sesión BigBlueButtonBN,The user with id 102 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
29/03/2022 15:38,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
29/03/2022 15:38,Oddish,Actividad BigBlueButtonBN visualizada,The user with id 102 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190.19.17.210
29/03/2022 15:38,Sandshrew,Actividad BigBlueButtonBN visualizada,The user with id 63 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.192.3
29/03/2022 15:33,Kakuna,Se ha unido a una sesión BigBlueButtonBN,The user with id 103 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.221
29/03/2022 15:32,Kakuna,Actividad BigBlueButtonBN visualizada,The user with id 103 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,163.10.128.221
29/03/2022 15:30,Clefairy,Se ha unido a una sesión BigBlueButtonBN,The user with id 15 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188239223
29/03/2022 15:30,Clefairy,Actividad BigBlueButtonBN visualizada,The user with id 15 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188239223
29/03/2022 15:30,Clefairy,Actividad BigBlueButtonBN visualizada,The user with id 15 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,190188239223
29/03/2022 15:30,Caterpie,Se ha unido a una sesión BigBlueButtonBN,The user with id 82 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.71.103
29/03/2022 15:30,Caterpie,Actividad BigBlueButtonBN visualizada,The user with id 82 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.23.71.103
29/03/2022 15:22,Ninetales,Se ha unido a una sesión BigBlueButtonBN,The user with id 61 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155150130
29/03/2022 15:22,Ninetales,Actividad BigBlueButtonBN visualizada,The user with id 61 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,170155150139
29/03/2022 15:21,Spearow,Se ha unido a una sesión BigBlueButtonBN,The user with id 59 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.246.9
29/03/2022 15:21,Rhydon,Se ha unido a una sesión BigBlueButtonBN,The user with id 88 has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.231.83.180
29/03/2022 15:21,Spearow,Actividad BigBlueButtonBN visualizada,The user with id 59 viewed the bigbluebuttonbn activity with id 1524 for the course id 1110.,181.22.246.9
